id,sqe_master_id,roi_id,image_id_damascus,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity,reading_Order,reading_Order_Alt,uni_He_0,uni_He_1,uni_He_2,uni_He_3,uni_He_4,uni_He_5,line_ID,line_ID_Alt,attr_0,attr_1,is_Joined,commentary
332,,332,02_Frg_5ii_ROI.tif:5615-1149:1,10795,62032,16,99,1107,5552,85,127,755,1494,669,1000,,,ו,,,,,,14,,super,,,
333,,333,02_Frg_5ii_ROI.tif:5604-0971:1,18290,68012,14,101,894,5545,155,118,771,1314,761,1000,,,ש,,,,,,14,,,,,
334,,334,02_Frg_5ii_ROI.tif:5619-0852:1,2001,60166,17,92,838,5585,29,69,655,2379,420,1000,,,◦,ב,,,,,14,,damaged,,y,
335,,335,02_Frg_5ii_ROI.tif:5649-0734:1,2660,58228,21,92,696,5632,76,35,678,2171,461,1000,,,◦,ב,,,,,14,,damaged,,y,
336,,336,02_Frg_5ii_ROI.tif:6036-3685:1,40392,71447,13,131,3586,5934,198,204,785,1030,971,1000,,,ה,,,,,,15,,,,,
337,,337,02_Frg_5ii_ROI.tif:6019-3546:1,24924,58312,9,114,3479,5926,134,186,765,1388,720,1000,,,ק,,,,,,15,,,,,
338,,338,02_Frg_5ii_ROI.tif:5990-3379:1,12232,64373,9,114,3335,5921,88,139,746,1580,633,1000,,,ו,,,,,,15,,,,,
339,,339,02_Frg_5ii_ROI.tif:5939-3287:1,2196,50587,9,108,3269,5909,36,61,733,1694,590,1000,,,◦,ד,,,,,15,,damaged,,,
340,,340,02_Frg_5ii_ROI.tif:5870-2267:1,9869,51095,9,110,2198,5835,139,71,703,1958,511,1000,,,ה,,,,,,15,,damaged,,,
341,,341,02_Frg_5ii_ROI.tif:5951-2032:1,30396,61317,12,109,1958,5849,149,204,766,1369,730,1000,,,ם,מ,,,,,15,,,,,
342,,342,02_Frg_5ii_ROI.tif:5884-1890:1,140,75921,52,97,1885,5877,10,14,764,1400,714,1000,,,◦,,,,,,15,,damaged,,,
343,,343,02_Frg_5ii_ROI.tif:5890-1691:1,7874,59700,16,91,1660,5827,62,127,693,2048,488,1000,,,◦,ע,,,,,15,,damaged,,,
344,,344,02_Frg_5ii_ROI.tif:5888-1569:1,18762,51477,10,91,1510,5809,118,159,768,1347,742,1000,,,ר,,,,,,15,,damaged,,,
345,,345,02_Frg_5ii_ROI.tif:5878-1436:1,12093,43911,12,89,1393,5809,87,139,744,1598,626,1000,,,י,,,,,,15,,,,,
346,,346,02_Frg_5ii_ROI.tif:5893-1254:1,28365,73705,20,101,1163,5816,183,155,780,1181,847,1000,,,ה,,,,,,15,,,,,
347,,347,02_Frg_5ii_ROI.tif:5878-1059:1,46860,69537,11,115,977,5736,165,284,730,1721,581,1000,,,ם,,,,,,15,,,,,
348,,348,02_Frg_5ii_ROI.tif:5923-0921:1,7770,84343,26,114,866,5888,111,70,745,1586,631,1000,,,   ,,,,,,15,,,,,
349,,349,02_Frg_5ii_ROI.tif:5851-0791:1,21605,58181,14,105,717,5779,149,145,785,1028,973,1000,,,ב,,,,,,15,,,,,
350,,350,02_Frg_5ii_ROI.tif:5877-0615:1,38532,63575,13,113,531,5763,169,228,768,1349,741,1000,,,כ,,,,,,15,,,,,
